,Suit1,Card1,Suit2,Card2,Suit3,Card3,Suit4,Card4,Suit5,Card5
17051,Hearts,Seven,Spades,Ace,Diamonds,Seven,Spades,Five,Diamonds,Four
17052,Clubs,Ten,Diamonds,Jack,Diamonds,Two,Spades,Two,Spades,Three
17053,Clubs,Ten,Spades,Five,Clubs,Six,Spades,Ten,Diamonds,Queen
17054,Clubs,Ace,Spades,Nine,Spades,Four,Spades,Eight,Hearts,Four
17055,Diamonds,Three,Diamonds,Ten,Clubs,Eight,Hearts,Ace,Clubs,Queen
17056,Diamonds,King,Spades,Seven,Clubs,Queen,Diamonds,Queen,Hearts,Eight
17057,Spades,Three,Diamonds,Ace,Spades,Jack,Spades,Six,Spades,King
17058,Clubs,Nine,Diamonds,Jack,Clubs,Ten,Clubs,Five,Diamonds,Five
17059,Hearts,Five,Spades,King,Diamonds,Seven,Clubs,Jack,Hearts,Nine
17060,Hearts,Eight,Hearts,Six,Clubs,Five,Hearts,Two,Spades,Seven
17061,Spades,Two,Spades,Seven,Spades,Ace,Hearts,Six,Spades,Six
17062,Diamonds,Eight,Hearts,Nine,Spades,King,Hearts,Three,Diamonds,Queen
17063,Spades,Queen,Hearts,Queen,Diamonds,Four,Clubs,Jack,Diamonds,Eight
17064,Spades,Eight,Clubs,Five,Hearts,Eight,Diamonds,Five,Hearts,Nine
17065,Spades,Ace,Hearts,Ten,Clubs,Nine,Hearts,Jack,Clubs,Three
17066,Diamonds,King,Clubs,Four,Hearts,Seven,Spades,Eight,Clubs,Seven
17067,Spades,King,Spades,Ten,Clubs,Five,Clubs,Jack,Spades,Ace
17068,Hearts,Queen,Spades,Two,Clubs,King,Spades,Five,Hearts,Seven
17069,Diamonds,Jack,Spades,Two,Hearts,Seven,Hearts,Two,Clubs,Jack
17070,Clubs,Nine,Diamonds,Nine,Clubs,Ace,Clubs,Three,Clubs,King
17071,Spades,Seven,Hearts,Queen,Spades,Ten,Clubs,Jack,Clubs,Four
17072,Diamonds,Two,Spades,King,Clubs,Ten,Spades,Three,Spades,Ace
17073,Hearts,Nine,Spades,Queen,Spades,Ace,Diamonds,Ten,Hearts,Jack
17074,Diamonds,Seven,Spades,Jack,Spades,King,Diamonds,Four,Clubs,Four
17075,Spades,Ten,Clubs,Nine,Clubs,Ten,Hearts,King,Spades,Six
17076,Clubs,Eight,Clubs,Three,Spades,King,Spades,Seven,Hearts,Five
17077,Diamonds,Five,Clubs,King,Diamonds,Queen,Spades,Nine,Spades,Ten
17078,Diamonds,Ten,Clubs,Three,Clubs,Five,Clubs,Seven,Spades,Five
17079,Spades,King,Spades,Two,Diamonds,Six,Spades,Three,Diamonds,Five
17080,Spades,Three,Diamonds,Jack,Diamonds,Nine,Hearts,Ten,Hearts,Eight
17081,Diamonds,King,Clubs,Six,Spades,Eight,Spades,Four,Spades,Jack
17082,Diamonds,Nine,Hearts,King,Clubs,Seven,Hearts,Jack,Clubs,Jack
17083,Diamonds,Five,Spades,Seven,Diamonds,Six,Hearts,Queen,Diamonds,Queen
17084,Clubs,King,Hearts,Queen,Hearts,Ten,Diamonds,Ten,Clubs,Ace
17085,Hearts,Jack,Spades,Six,Diamonds,Seven,Diamonds,Nine,Diamonds,Three
17086,Hearts,Three,Diamonds,Queen,Clubs,Queen,Clubs,Three,Clubs,Ten
17087,Hearts,Nine,Spades,Two,Clubs,Nine,Clubs,Ten,Hearts,Four
17088,Hearts,Ten,Hearts,Eight,Hearts,Six,Spades,Ace,Clubs,Five
17089,Clubs,Four,Spades,Six,Clubs,Nine,Clubs,Three,Spades,Seven
17090,Spades,Four,Diamonds,Ten,Clubs,Three,Hearts,Ten,Spades,Ace
17091,Spades,Ace,Hearts,King,Clubs,Jack,Diamonds,King,Spades,Seven
17092,Diamonds,Three,Diamonds,Four,Spades,Seven,Clubs,Four,Diamonds,Ace
17093,Hearts,Seven,Clubs,Four,Diamonds,Three,Diamonds,Seven,Clubs,Eight
17094,Clubs,Nine,Hearts,Ten,Diamonds,Three,Hearts,Four,Diamonds,King
17095,Hearts,Ten,Spades,Eight,Clubs,Jack,Hearts,Ace,Clubs,Ten
17096,Clubs,Queen,Diamonds,Seven,Spades,Six,Diamonds,Two,Diamonds,Three
17097,Spades,King,Clubs,Three,Hearts,Jack,Spades,Queen,Clubs,Two
17098,Clubs,Jack,Clubs,Two,Hearts,Three,Clubs,Ace,Hearts,Six
17099,Clubs,Six,Hearts,Seven,Spades,Queen,Hearts,Nine,Clubs,Nine
17100,Clubs,Five,Hearts,Eight,Diamonds,Eight,Spades,Four,Diamonds,King
17101,Spades,Nine,Hearts,Jack,Spades,Eight,Clubs,Queen,Diamonds,Nine
17102,Hearts,Eight,Hearts,Jack,Diamonds,Six,Spades,Ace,Hearts,Four
17103,Diamonds,Three,Clubs,Ace,Clubs,Eight,Diamonds,Seven,Hearts,Seven
17104,Clubs,King,Spades,Nine,Clubs,Seven,Spades,Seven,Clubs,Ten
17105,Hearts,Three,Clubs,Nine,Clubs,Three,Hearts,Queen,Diamonds,King
17106,Spades,Ten,Hearts,Nine,Spades,Two,Clubs,Two,Hearts,Two
17107,Hearts,Four,Spades,Ten,Diamonds,Three,Diamonds,Ten,Diamonds,Four
17108,Clubs,Two,Diamonds,Two,Hearts,Three,Clubs,King,Diamonds,King
17109,Hearts,Ten,Diamonds,Six,Spades,Six,Diamonds,Nine,Clubs,Seven
17110,Clubs,Ace,Spades,King,Diamonds,Ace,Clubs,Five,Hearts,Ace
17111,Hearts,Three,Clubs,Six,Clubs,Five,Diamonds,Eight,Spades,King
17112,Diamonds,Ace,Hearts,Six,Diamonds,Five,Diamonds,King,Hearts,Five
17113,Diamonds,Three,Hearts,Two,Clubs,Six,Diamonds,Ace,Clubs,Ten
17114,Clubs,Seven,Diamonds,Queen,Clubs,Three,Clubs,Jack,Hearts,Two
17115,Diamonds,Jack,Clubs,Six,Diamonds,Eight,Diamonds,Nine,Hearts,Two
17116,Spades,Four,Diamonds,Ace,Hearts,Four,Diamonds,Queen,Hearts,Eight
17117,Hearts,Four,Spades,Four,Hearts,Five,Hearts,Eight,Spades,Six
17118,Hearts,Nine,Diamonds,Jack,Hearts,Ace,Clubs,Ace,Hearts,Six
17119,Spades,Four,Hearts,King,Clubs,Nine,Diamonds,Six,Hearts,Ace
17120,Hearts,Ten,Spades,Two,Hearts,Four,Spades,Queen,Clubs,Three
17121,Clubs,Five,Spades,Jack,Spades,King,Diamonds,Two,Hearts,Ace
17122,Diamonds,Five,Hearts,Two,Diamonds,Four,Diamonds,Two,Diamonds,Three
17123,Hearts,Five,Hearts,Ten,Spades,Ten,Spades,Three,Hearts,Eight
17124,Clubs,Eight,Hearts,Jack,Spades,Three,Hearts,Three,Clubs,King
17125,Hearts,Five,Hearts,Two,Hearts,Ten,Spades,Queen,Clubs,Ten
17126,Diamonds,Queen,Clubs,Five,Clubs,Nine,Spades,Seven,Hearts,Two
17127,Diamonds,Four,Spades,Two,Clubs,Four,Diamonds,Jack,Spades,Queen
17128,Diamonds,Eight,Diamonds,Jack,Hearts,Five,Spades,Ace,Hearts,Two
17129,Spades,Ten,Hearts,King,Clubs,Five,Hearts,Queen,Spades,Two
17130,Clubs,King,Spades,Five,Hearts,Seven,Hearts,Ace,Clubs,Nine
17131,Hearts,Seven,Hearts,Ace,Diamonds,Queen,Clubs,Nine,Clubs,Two
17132,Hearts,Jack,Spades,Seven,Spades,Ten,Spades,King,Diamonds,Ace
17133,Spades,Two,Hearts,Four,Spades,Jack,Diamonds,Seven,Hearts,Ten
17134,Hearts,Nine,Diamonds,Jack,Spades,Jack,Spades,Seven,Diamonds,Four
17135,Clubs,King,Hearts,Five,Hearts,Jack,Hearts,Ten,Hearts,Three
17136,Hearts,Queen,Hearts,Seven,Hearts,Ace,Spades,Two,Diamonds,Three
17137,Clubs,Six,Hearts,Ace,Spades,Eight,Clubs,Nine,Spades,Five
17138,Clubs,Four,Hearts,Jack,Clubs,Two,Diamonds,Five,Clubs,Ace
17139,Clubs,Queen,Clubs,Seven,Hearts,Two,Hearts,Four,Diamonds,King
17140,Clubs,Six,Clubs,Seven,Spades,Two,Hearts,Two,Spades,Ten
17141,Clubs,Five,Clubs,Ace,Clubs,Nine,Clubs,Eight,Diamonds,Three
17142,Spades,Nine,Clubs,Two,Spades,Five,Clubs,Three,Spades,Queen
17143,Diamonds,Jack,Diamonds,Three,Spades,Jack,Spades,King,Hearts,Ten
17144,Clubs,Five,Clubs,Four,Spades,Eight,Clubs,Three,Spades,Ace
17145,Diamonds,Ten,Clubs,Seven,Spades,Five,Spades,King,Clubs,Queen
17146,Spades,Four,Diamonds,Nine,Clubs,Jack,Spades,Jack,Diamonds,Four
17147,Spades,Five,Spades,Six,Hearts,Three,Hearts,Jack,Hearts,Seven
17148,Spades,Queen,Clubs,King,Hearts,Five,Clubs,Ten,Hearts,Two
17149,Hearts,Four,Clubs,King,Hearts,Six,Diamonds,Three,Spades,Three
17150,Spades,Seven,Clubs,Six,Hearts,Nine,Hearts,Queen,Clubs,Three
17151,Spades,Ten,Diamonds,Two,Spades,Five,Clubs,Five,Spades,Jack
17152,Clubs,Seven,Diamonds,Two,Clubs,Three,Diamonds,Seven,Spades,King
17153,Hearts,Jack,Spades,King,Spades,Five,Hearts,King,Hearts,Six
17154,Diamonds,Ten,Hearts,Seven,Spades,King,Spades,Ten,Spades,Four
17155,Spades,Eight,Hearts,Ace,Hearts,Two,Clubs,Ace,Hearts,Eight
17156,Diamonds,Ace,Spades,Seven,Diamonds,Ten,Diamonds,Four,Diamonds,Seven
17157,Diamonds,Jack,Diamonds,Nine,Hearts,King,Hearts,Seven,Clubs,Ten
17158,Clubs,Four,Hearts,Six,Clubs,Ten,Spades,Five,Clubs,Jack
17159,Diamonds,Nine,Hearts,Two,Hearts,Ace,Diamonds,Six,Diamonds,Jack
17160,Spades,Nine,Spades,Three,Diamonds,Jack,Clubs,Five,Diamonds,Ace
17161,Diamonds,Six,Spades,Ace,Clubs,Six,Spades,Five,Clubs,Two
17162,Spades,Jack,Clubs,Nine,Spades,Three,Spades,King,Spades,Nine
17163,Spades,Seven,Hearts,Eight,Diamonds,Eight,Spades,Ace,Clubs,Eight
17164,Diamonds,Three,Spades,Jack,Clubs,King,Clubs,Jack,Clubs,Two
17165,Hearts,Six,Diamonds,Queen,Hearts,Four,Diamonds,King,Spades,Jack
17166,Spades,Jack,Clubs,Nine,Diamonds,Ace,Hearts,Two,Hearts,Queen
17167,Diamonds,Four,Clubs,Three,Clubs,Seven,Hearts,Eight,Clubs,Queen
17168,Spades,Four,Diamonds,King,Spades,Five,Hearts,Three,Diamonds,Four
17169,Clubs,Queen,Diamonds,Jack,Spades,Three,Clubs,King,Spades,King
17170,Spades,Three,Spades,Six,Clubs,Ten,Diamonds,Eight,Diamonds,Four
17171,Diamonds,Ten,Clubs,Jack,Clubs,Two,Diamonds,Four,Diamonds,Three
17172,Diamonds,Five,Diamonds,Queen,Diamonds,Nine,Spades,Jack,Spades,Seven
17173,Clubs,Eight,Clubs,Ace,Hearts,Three,Spades,Jack,Hearts,Queen
17174,Hearts,Jack,Spades,Five,Diamonds,Two,Spades,Seven,Hearts,Eight
17175,Spades,Jack,Diamonds,Nine,Clubs,Ten,Diamonds,Ten,Spades,Ace
17176,Diamonds,Ten,Clubs,King,Hearts,Three,Hearts,Five,Spades,Three
17177,Clubs,Ace,Clubs,Five,Diamonds,Ten,Hearts,Five,Spades,Jack
17178,Diamonds,Eight,Spades,Eight,Spades,Nine,Diamonds,Queen,Clubs,Six
17179,Diamonds,King,Spades,Two,Diamonds,Seven,Spades,Seven,Spades,Nine
17180,Spades,Six,Spades,Three,Diamonds,Jack,Spades,Seven,Clubs,Three
17181,Spades,Three,Hearts,King,Spades,King,Clubs,Four,Hearts,Ace
17182,Spades,Jack,Hearts,Six,Hearts,Two,Clubs,Seven,Spades,Six
17183,Clubs,Seven,Spades,Four,Clubs,Five,Hearts,Two,Diamonds,Ace
17184,Hearts,King,Spades,Six,Spades,Nine,Hearts,Two,Clubs,Three
17185,Clubs,Nine,Diamonds,Nine,Clubs,Queen,Diamonds,Three,Hearts,Six
17186,Diamonds,Six,Hearts,Nine,Hearts,Six,Spades,King,Clubs,Eight
17187,Spades,Ten,Spades,Four,Spades,Eight,Spades,Nine,Clubs,Eight
17188,Clubs,Ten,Diamonds,Six,Hearts,Jack,Spades,Queen,Hearts,Seven
17189,Hearts,Eight,Spades,King,Hearts,Ace,Diamonds,Seven,Diamonds,Three
17190,Spades,King,Spades,Seven,Diamonds,Jack,Clubs,Four,Clubs,Queen
17191,Spades,Jack,Hearts,Four,Diamonds,Five,Clubs,Six,Spades,Five
17192,Hearts,Three,Spades,Nine,Diamonds,Five,Spades,Three,Hearts,Ten
17193,Diamonds,Jack,Hearts,Six,Clubs,Five,Spades,King,Diamonds,Three
17194,Clubs,Queen,Clubs,Five,Clubs,Three,Diamonds,Ten,Hearts,Eight
17195,Hearts,Three,Spades,Eight,Clubs,Jack,Spades,Six,Hearts,Eight
17196,Spades,Ten,Hearts,Seven,Diamonds,Three,Diamonds,Four,Clubs,King
17197,Spades,Eight,Clubs,Queen,Hearts,Three,Spades,Seven,Diamonds,Two
17198,Hearts,Five,Clubs,Ten,Diamonds,Nine,Diamonds,Jack,Clubs,Eight
17199,Hearts,Six,Diamonds,King,Diamonds,Five,Clubs,Ace,Diamonds,Jack
17200,Hearts,Four,Clubs,Jack,Clubs,Seven,Clubs,Ten,Clubs,King
17201,Hearts,Two,Diamonds,Three,Spades,Six,Spades,Ten,Diamonds,Four
17202,Spades,Seven,Spades,Two,Clubs,Nine,Diamonds,Five,Diamonds,Three
17203,Hearts,Seven,Hearts,Ace,Clubs,Five,Diamonds,Five,Diamonds,Four
17204,Diamonds,Eight,Hearts,Ten,Hearts,Seven,Diamonds,King,Clubs,Three
17205,Spades,Seven,Clubs,Ace,Spades,Six,Clubs,Three,Spades,Jack
17206,Hearts,Ten,Hearts,Queen,Hearts,Ace,Clubs,Four,Diamonds,Four
17207,Hearts,Nine,Diamonds,Queen,Clubs,Five,Diamonds,Six,Clubs,Three
17208,Hearts,Ten,Spades,Seven,Spades,Queen,Clubs,Nine,Clubs,Eight
17209,Diamonds,Ace,Clubs,Ten,Hearts,Ten,Clubs,Six,Clubs,Nine
17210,Spades,Queen,Hearts,King,Diamonds,Four,Clubs,Four,Clubs,Ace
17211,Diamonds,Six,Clubs,Ten,Clubs,Nine,Clubs,Four,Hearts,King
17212,Hearts,Six,Hearts,King,Clubs,Four,Spades,Three,Diamonds,Six
17213,Diamonds,Six,Clubs,Nine,Clubs,Six,Hearts,Six,Hearts,Eight
17214,Diamonds,Queen,Diamonds,King,Clubs,Seven,Hearts,Ace,Hearts,Four
17215,Clubs,Seven,Hearts,Six,Hearts,Queen,Hearts,Seven,Diamonds,Ten
17216,Clubs,King,Diamonds,Queen,Clubs,Six,Diamonds,Six,Diamonds,Three
17217,Hearts,Nine,Clubs,Four,Spades,Seven,Clubs,King,Hearts,Four
17218,Spades,Eight,Spades,Four,Hearts,Queen,Diamonds,Ace,Hearts,Five
17219,Clubs,Four,Spades,Six,Clubs,Nine,Spades,Jack,Clubs,Seven
17220,Hearts,Four,Diamonds,Five,Hearts,Nine,Spades,Jack,Hearts,Ace
17221,Spades,Ace,Hearts,Nine,Spades,King,Clubs,Jack,Diamonds,Five
17222,Diamonds,Four,Spades,Ten,Hearts,Four,Spades,Eight,Diamonds,Three
17223,Diamonds,King,Hearts,Three,Diamonds,Jack,Hearts,Nine,Clubs,Ace
17224,Hearts,Five,Diamonds,Six,Hearts,Nine,Diamonds,Four,Diamonds,Ace
17225,Diamonds,Two,Diamonds,Three,Diamonds,Nine,Hearts,Nine,Spades,Ten
17226,Hearts,Queen,Spades,Eight,Hearts,Ten,Spades,King,Spades,Three
17227,Hearts,Three,Spades,Seven,Hearts,Ace,Spades,Six,Spades,Nine
17228,Diamonds,Seven,Hearts,Ten,Clubs,Four,Hearts,Queen,Hearts,Four
17229,Spades,Ace,Diamonds,Queen,Clubs,Queen,Clubs,Eight,Diamonds,Three
17230,Diamonds,Seven,Spades,Three,Diamonds,Nine,Spades,King,Spades,Nine
17231,Spades,Three,Hearts,Two,Hearts,King,Diamonds,Eight,Diamonds,Ace
17232,Hearts,Seven,Hearts,Ten,Diamonds,King,Clubs,Queen,Clubs,Ten
17233,Diamonds,Queen,Spades,King,Diamonds,Seven,Hearts,Ace,Spades,Three
17234,Diamonds,Five,Diamonds,Seven,Hearts,Eight,Spades,Four,Spades,Five
17235,Diamonds,Ten,Spades,Ace,Clubs,Two,Hearts,King,Hearts,Six
17236,Hearts,Three,Diamonds,Four,Hearts,Nine,Diamonds,Six,Spades,Eight
17237,Clubs,Ten,Hearts,Two,Spades,Seven,Diamonds,Jack,Hearts,Jack
17238,Clubs,Nine,Clubs,Ten,Diamonds,Six,Hearts,Four,Hearts,Six
17239,Diamonds,Nine,Diamonds,Two,Clubs,Queen,Hearts,King,Hearts,Eight
17240,Spades,Two,Spades,Eight,Diamonds,Four,Clubs,Ace,Spades,Four
17241,Clubs,Six,Diamonds,Ten,Spades,Eight,Hearts,Nine,Diamonds,Four
17242,Diamonds,Ace,Spades,Nine,Hearts,Three,Hearts,Five,Diamonds,Jack
17243,Hearts,Ace,Spades,Three,Hearts,Jack,Spades,Five,Clubs,Queen
17244,Hearts,Jack,Diamonds,Seven,Clubs,Queen,Spades,King,Spades,Five
17245,Spades,Nine,Clubs,Seven,Clubs,Nine,Clubs,Queen,Spades,Jack
17246,Hearts,Ace,Diamonds,Ace,Clubs,Three,Diamonds,Six,Spades,Three
17247,Diamonds,Six,Diamonds,Jack,Spades,Four,Diamonds,Ace,Clubs,Eight
17248,Diamonds,Eight,Spades,Jack,Spades,Three,Spades,King,Spades,Ace
17249,Hearts,Queen,Hearts,Ten,Clubs,Eight,Diamonds,Six,Diamonds,Queen
17250,Hearts,Seven,Diamonds,Nine,Clubs,Queen,Spades,Eight,Spades,Nine
17251,Diamonds,Nine,Spades,Ace,Diamonds,Two,Hearts,King,Spades,King
17252,Hearts,Ace,Hearts,Eight,Hearts,King,Spades,Queen,Diamonds,Ace
17253,Diamonds,Two,Diamonds,Ace,Diamonds,Four,Diamonds,Eight,Clubs,King
17254,Spades,Nine,Spades,King,Clubs,Ace,Spades,Seven,Hearts,Six
17255,Spades,Five,Clubs,Ten,Diamonds,King,Diamonds,Nine,Spades,Queen
17256,Clubs,Seven,Hearts,Eight,Clubs,Jack,Spades,Jack,Spades,Ace
17257,Hearts,Four,Clubs,Six,Diamonds,Jack,Diamonds,Five,Clubs,King
17258,Clubs,Eight,Diamonds,Eight,Hearts,Jack,Diamonds,Three,Spades,Nine
17259,Diamonds,Nine,Spades,King,Clubs,Five,Spades,Five,Hearts,King
17260,Hearts,Queen,Diamonds,Nine,Hearts,Two,Spades,King,Clubs,Eight
17261,Spades,Queen,Clubs,Five,Spades,Eight,Clubs,Queen,Hearts,Four
17262,Hearts,Ten,Clubs,Nine,Clubs,Ten,Hearts,King,Diamonds,Ten
17263,Clubs,Two,Hearts,Five,Clubs,Four,Clubs,King,Clubs,Eight
17264,Clubs,Seven,Spades,Nine,Hearts,Ace,Hearts,Three,Clubs,Ten
17265,Clubs,Queen,Hearts,Nine,Diamonds,King,Spades,Four,Spades,Seven
17266,Diamonds,Three,Clubs,Six,Spades,Eight,Clubs,Eight,Hearts,Three
17267,Hearts,Five,Diamonds,Jack,Clubs,Ten,Clubs,Jack,Diamonds,Two
17268,Hearts,Five,Hearts,King,Clubs,Two,Spades,Two,Clubs,Nine
17269,Clubs,Eight,Clubs,Four,Spades,Ten,Hearts,King,Spades,King
17270,Diamonds,Ace,Spades,Seven,Clubs,Nine,Diamonds,Jack,Spades,Two
17271,Diamonds,Ten,Spades,Ace,Hearts,Queen,Hearts,Three,Spades,Two
17272,Diamonds,Jack,Hearts,Seven,Spades,Five,Clubs,Five,Clubs,Eight
17273,Clubs,Five,Hearts,Jack,Spades,Nine,Hearts,Eight,Hearts,King
17274,Spades,Jack,Hearts,Ace,Clubs,Four,Clubs,Jack,Diamonds,Two
17275,Spades,Nine,Hearts,Nine,Hearts,Queen,Spades,Ten,Diamonds,Jack
17276,Spades,Five,Diamonds,Seven,Hearts,Nine,Hearts,Queen,Clubs,Three
17277,Clubs,Four,Hearts,Four,Hearts,Three,Hearts,Nine,Clubs,Ten
17278,Diamonds,Ten,Spades,King,Diamonds,Jack,Spades,Ace,Spades,Queen
17279,Hearts,Eight,Hearts,Five,Spades,Seven,Spades,Ace,Spades,King
17280,Spades,Queen,Clubs,Eight,Clubs,Six,Spades,Eight,Spades,Nine
17281,Diamonds,Six,Diamonds,Seven,Spades,Two,Spades,Seven,Spades,Jack
17282,Clubs,Eight,Hearts,Five,Diamonds,Ten,Spades,Five,Diamonds,Jack
17283,Spades,Seven,Clubs,Seven,Clubs,Ten,Hearts,Six,Clubs,Queen
17284,Hearts,Jack,Spades,Ace,Diamonds,Queen,Clubs,Six,Diamonds,Four
17285,Hearts,Six,Spades,Four,Hearts,Seven,Spades,Six,Clubs,Nine
17286,Clubs,Eight,Hearts,Six,Hearts,Ten,Diamonds,Ten,Spades,Three
17287,Clubs,Seven,Hearts,Ace,Hearts,Queen,Hearts,Ten,Diamonds,Eight
17288,Diamonds,Ace,Clubs,Queen,Spades,Nine,Diamonds,Queen,Spades,Jack
17289,Spades,Queen,Clubs,Eight,Diamonds,Ten,Clubs,Three,Spades,Three
17290,Diamonds,King,Diamonds,Queen,Clubs,Jack,Hearts,Two,Clubs,Two
17291,Diamonds,Two,Clubs,Jack,Hearts,Seven,Diamonds,Eight,Spades,Queen
17292,Diamonds,Five,Diamonds,Ten,Hearts,Two,Hearts,Queen,Hearts,Ace
17293,Spades,Queen,Spades,Ace,Clubs,Four,Spades,Nine,Diamonds,Ace
17294,Spades,Eight,Hearts,Six,Clubs,Three,Spades,Four,Diamonds,Six
17295,Hearts,Three,Diamonds,Seven,Spades,King,Diamonds,Six,Clubs,Queen
17296,Diamonds,Ace,Spades,Jack,Clubs,Four,Clubs,King,Diamonds,Seven
17297,Clubs,Four,Diamonds,Seven,Diamonds,Eight,Diamonds,Ten,Clubs,Jack
17298,Clubs,Six,Spades,Seven,Diamonds,Jack,Spades,Ten,Spades,Jack
17299,Diamonds,Ace,Hearts,Five,Spades,Four,Clubs,Queen,Hearts,Six
17300,Spades,Three,Clubs,Ace,Diamonds,Ace,Spades,Four,Diamonds,Queen
17301,Hearts,Queen,Diamonds,Two,Clubs,Seven,Clubs,Three,Diamonds,Three
17302,Diamonds,Nine,Clubs,Seven,Hearts,Jack,Clubs,Queen,Diamonds,Queen
17303,Clubs,Four,Hearts,King,Diamonds,King,Hearts,Ace,Spades,Two
17304,Clubs,Queen,Spades,Five,Clubs,Five,Spades,Eight,Hearts,King
17305,Diamonds,Nine,Hearts,Four,Diamonds,Seven,Diamonds,King,Spades,Seven
17306,Hearts,Three,Hearts,Two,Hearts,Five,Hearts,Ace,Clubs,Three
17307,Diamonds,Queen,Hearts,Seven,Diamonds,Three,Clubs,Seven,Spades,Jack
17308,Diamonds,Two,Spades,Nine,Clubs,Queen,Hearts,Ace,Spades,Seven
17309,Diamonds,Seven,Spades,Ten,Diamonds,Queen,Diamonds,Six,Diamonds,Ten
17310,Diamonds,Ten,Spades,Ace,Hearts,Ten,Spades,Three,Hearts,Two
17311,Spades,Ten,Diamonds,Ten,Spades,Queen,Clubs,Ace,Hearts,Four
17312,Diamonds,Five,Hearts,Three,Diamonds,Ten,Spades,Two,Clubs,Eight
17313,Clubs,Nine,Spades,Jack,Diamonds,Queen,Hearts,Three,Spades,Two
17314,Clubs,Five,Spades,King,Hearts,Four,Diamonds,Three,Spades,Ten
17315,Clubs,Five,Clubs,Four,Spades,Six,Spades,Five,Diamonds,Two
17316,Spades,Six,Hearts,Four,Spades,Jack,Diamonds,Three,Hearts,Seven
17317,Clubs,Three,Spades,Eight,Clubs,Nine,Hearts,Three,Diamonds,Six
17318,Spades,Ten,Spades,Four,Diamonds,Four,Clubs,Five,Diamonds,Five
17319,Clubs,Ten,Clubs,Ace,Diamonds,King,Clubs,Eight,Diamonds,Five
17320,Clubs,Eight,Diamonds,Six,Hearts,Eight,Hearts,Two,Spades,Queen
17321,Hearts,Ace,Hearts,Three,Clubs,Two,Diamonds,Five,Spades,Three
17322,Spades,King,Diamonds,Six,Clubs,Three,Hearts,Three,Hearts,Six
17323,Clubs,Three,Diamonds,Ten,Hearts,Jack,Spades,Ten,Diamonds,Three
17324,Spades,Seven,Diamonds,Three,Hearts,Six,Diamonds,King,Clubs,Six
17325,Spades,Seven,Clubs,King,Diamonds,Ace,Spades,Queen,Diamonds,Four
17326,Spades,Jack,Diamonds,Seven,Hearts,King,Clubs,Eight,Hearts,Five
17327,Diamonds,Two,Diamonds,Five,Diamonds,Seven,Diamonds,Queen,Hearts,Seven
17328,Clubs,Queen,Diamonds,Five,Spades,Five,Diamonds,Four,Hearts,Four
17329,Spades,Queen,Diamonds,Three,Diamonds,King,Hearts,King,Clubs,Nine
17330,Hearts,Eight,Diamonds,Four,Spades,Five,Spades,Six,Clubs,Ace
17331,Diamonds,Two,Clubs,Ten,Spades,King,Diamonds,Queen,Clubs,Seven
17332,Diamonds,Three,Clubs,Seven,Spades,Jack,Clubs,Four,Hearts,Four
17333,Diamonds,Five,Spades,Nine,Clubs,Seven,Clubs,Queen,Diamonds,Jack
17334,Diamonds,Ace,Hearts,Six,Diamonds,Eight,Diamonds,King,Clubs,Queen
17335,Diamonds,Seven,Hearts,Ten,Diamonds,King,Diamonds,Nine,Clubs,Eight
17336,Spades,Five,Spades,Jack,Hearts,Six,Diamonds,Two,Spades,Queen
17337,Diamonds,Queen,Spades,Seven,Clubs,Nine,Diamonds,Three,Hearts,Jack
17338,Hearts,Five,Spades,Eight,Spades,Three,Hearts,Two,Spades,Ten
17339,Hearts,King,Diamonds,Four,Spades,Five,Spades,Queen,Spades,Seven
17340,Hearts,Four,Spades,Ten,Spades,Queen,Clubs,Six,Spades,Jack
17341,Hearts,King,Clubs,Jack,Hearts,Jack,Clubs,Three,Clubs,Ten
17342,Spades,Nine,Diamonds,King,Clubs,Two,Diamonds,Two,Spades,Seven
17343,Spades,Seven,Hearts,Ace,Hearts,Seven,Hearts,Six,Clubs,Ten
17344,Clubs,Three,Diamonds,Six,Clubs,Nine,Diamonds,Ten,Clubs,Five
17345,Clubs,Ten,Diamonds,Seven,Clubs,Three,Hearts,Nine,Clubs,Nine
17346,Hearts,Five,Diamonds,Nine,Hearts,Three,Spades,Jack,Diamonds,Eight
17347,Spades,Four,Diamonds,Six,Clubs,Five,Spades,Eight,Hearts,King
17348,Spades,Nine,Clubs,Eight,Diamonds,Jack,Diamonds,Eight,Diamonds,Ten
17349,Hearts,Five,Diamonds,Eight,Diamonds,Five,Hearts,Six,Diamonds,Three
17350,Clubs,Queen,Diamonds,Three,Clubs,Nine,Hearts,Two,Diamonds,Four
17351,Hearts,Ace,Hearts,Four,Hearts,King,Diamonds,Jack,Spades,Seven
17352,Diamonds,Jack,Spades,Six,Diamonds,Nine,Clubs,Eight,Clubs,Five
17353,Hearts,Nine,Hearts,Eight,Diamonds,Two,Diamonds,Four,Spades,Seven
17354,Clubs,Jack,Hearts,Five,Spades,Five,Clubs,Queen,Diamonds,Four
17355,Clubs,Ten,Diamonds,Ace,Hearts,Five,Clubs,King,Clubs,Seven
17356,Spades,King,Clubs,Ace,Hearts,Six,Diamonds,Ten,Diamonds,Four
17357,Clubs,Eight,Clubs,King,Diamonds,King,Diamonds,Four,Hearts,Four
17358,Hearts,Three,Diamonds,Five,Hearts,Ten,Diamonds,Queen,Hearts,Eight
