,Poker Hand
19378,0
19379,1
19380,1
19381,1
19382,3
19383,0
19384,1
19385,0
19386,1
19387,0
19388,0
19389,0
19390,1
19391,0
19392,0
19393,1
19394,1
19395,2
19396,0
19397,2
19398,0
19399,1
19400,4
19401,0
19402,1
19403,0
19404,0
19405,2
19406,0
19407,0
19408,0
19409,0
19410,0
19411,1
19412,1
19413,1
19414,0
19415,0
19416,1
19417,1
19418,3
19419,0
19420,1
19421,1
19422,0
19423,0
19424,0
19425,0
19426,1
19427,1
19428,0
19429,0
19430,0
19431,0
19432,1
19433,1
19434,0
19435,0
19436,1
19437,0
19438,2
19439,0
19440,0
19441,0
19442,0
19443,0
19444,0
19445,3
19446,2
19447,2
19448,1
19449,0
19450,1
19451,1
19452,1
19453,0
19454,1
19455,0
19456,0
19457,1
19458,0
19459,0
19460,1
19461,1
19462,0
19463,1
19464,0
19465,0
19466,0
19467,1
19468,1
19469,1
19470,1
19471,0
19472,1
19473,1
19474,0
19475,0
19476,1
19477,0
19478,1
19479,0
19480,1
19481,1
19482,0
19483,0
19484,0
19485,1
19486,0
19487,0
19488,0
19489,1
19490,1
19491,0
19492,0
19493,0
19494,1
19495,0
19496,1
19497,0
19498,0
19499,0
19500,0
19501,0
19502,0
19503,0
19504,1
19505,0
19506,0
19507,1
19508,0
19509,1
19510,1
19511,0
19512,1
19513,0
19514,0
19515,1
19516,0
19517,0
19518,1
19519,2
19520,0
19521,0
19522,1
19523,1
19524,0
19525,1
19526,0
19527,1
19528,0
19529,0
19530,1
19531,1
19532,1
19533,1
19534,1
19535,1
19536,0
19537,0
19538,0
19539,0
19540,1
19541,0
19542,1
19543,0
19544,0
19545,0
19546,0
19547,2
19548,1
19549,0
19550,0
19551,1
19552,1
19553,0
19554,2
19555,0
19556,0
19557,0
19558,0
19559,1
19560,1
19561,0
19562,1
19563,1
19564,1
19565,0
19566,1
19567,1
19568,0
19569,0
19570,0
19571,2
19572,0
19573,1
19574,1
19575,0
19576,0
19577,1
19578,1
19579,1
19580,1
19581,0
19582,0
19583,1
19584,1
19585,0
19586,1
19587,1
19588,0
19589,3
19590,1
19591,1
19592,0
19593,1
19594,0
19595,0
19596,1
19597,0
19598,0
19599,0
19600,1
19601,1
19602,3
19603,0
19604,1
19605,1
19606,1
19607,0
19608,2
19609,2
19610,0
19611,0
19612,1
19613,1
19614,0
19615,0
19616,0
19617,1
19618,1
19619,1
19620,0
19621,0
19622,1
19623,1
19624,1
19625,0
19626,0
19627,0
19628,1
19629,1
19630,0
19631,0
19632,0
19633,1
19634,0
19635,1
19636,0
19637,0
19638,0
19639,2
19640,1
19641,0
19642,4
19643,1
19644,0
19645,0
19646,0
19647,0
19648,1
19649,1
19650,1
19651,1
19652,0
19653,0
19654,1
19655,1
19656,1
19657,0
19658,1
19659,0
19660,2
19661,1
19662,0
19663,0
19664,1
19665,2
19666,0
19667,0
19668,0
19669,0
19670,1
19671,1
19672,1
19673,1
19674,0
19675,0
19676,1
19677,0
19678,0
19679,1
19680,0
19681,0
19682,1
19683,0
19684,0
19685,1
19686,0
19687,1
19688,1
19689,1
19690,0
19691,0
19692,1
19693,1
19694,0
19695,1
19696,1
19697,0
19698,1
19699,0
19700,1
19701,0
19702,0
19703,1
19704,1
19705,1
19706,1
19707,1
19708,0
19709,0
19710,0
19711,1
19712,2
19713,1
19714,1
19715,0
19716,1
19717,1
19718,1
19719,1
19720,1
19721,0
19722,1
19723,0
19724,1
19725,1
19726,1
19727,0
19728,0
19729,0
19730,0
19731,1
19732,1
19733,0
19734,0
19735,0
19736,0
19737,0
19738,0
19739,1
19740,2
19741,0
19742,7
19743,1
19744,1
19745,1
19746,0
19747,1
19748,0
19749,0
19750,1
19751,0
19752,0
19753,0
19754,0
19755,0
19756,1
19757,0
19758,0
19759,1
19760,1
19761,0
19762,1
19763,1
19764,1
19765,0
19766,1
19767,0
19768,1
19769,0
19770,2
19771,3
19772,1
19773,1
19774,0
19775,1
19776,0
19777,0
19778,1
19779,0
19780,1
19781,1
19782,0
19783,1
19784,0
19785,1
19786,0
19787,1
19788,1
19789,1
19790,0
19791,0
19792,0
19793,1
19794,0
19795,0
19796,1
19797,0
19798,0
19799,0
19800,0
19801,5
19802,0
19803,1
19804,3
19805,3
19806,0
19807,1
19808,0
19809,1
19810,1
19811,1
19812,1
19813,0
19814,1
19815,0
19816,0
19817,0
19818,1
19819,1
19820,1
19821,1
19822,0
19823,1
19824,0
19825,0
19826,1
19827,1
19828,0
19829,0
19830,0
19831,2
19832,1
19833,1
19834,0
19835,0
19836,3
19837,2
19838,2
19839,0
19840,0
19841,1
19842,0
19843,1
19844,0
19845,2
19846,0
19847,0
19848,1
19849,0
19850,0
19851,0
19852,1
19853,1
19854,0
19855,1
19856,0
19857,1
19858,2
19859,0
19860,0
19861,1
19862,2
19863,0
19864,0
19865,2
19866,0
19867,4
19868,1
19869,1
19870,0
19871,1
19872,0
19873,1
19874,0
19875,0
19876,0
19877,1
19878,1
19879,0
19880,0
19881,0
19882,2
19883,1
19884,3
19885,1
19886,0
19887,1
19888,1
19889,1
19890,1
19891,0
19892,1
19893,0
19894,0
19895,2
19896,0
19897,1
19898,0
19899,1
19900,1
19901,0
19902,1
19903,0
19904,1
19905,0
19906,0
19907,0
19908,1
19909,0
19910,1
19911,0
19912,0
19913,1
19914,0
19915,1
19916,0
19917,0
19918,0
19919,1
19920,0
19921,0
19922,3
19923,1
19924,0
19925,1
19926,1
19927,1
19928,1
19929,1
19930,0
19931,0
19932,1
19933,1
19934,1
19935,0
19936,3
19937,1
19938,0
19939,1
19940,1
19941,1
19942,0
19943,1
19944,1
19945,1
19946,2
19947,1
19948,0
19949,1
19950,0
19951,0
19952,3
19953,1
19954,1
19955,1
19956,0
19957,1
19958,1
19959,0
19960,0
19961,0
19962,1
19963,0
19964,0
19965,1
19966,1
19967,1
19968,0
19969,0
19970,0
19971,0
19972,1
19973,1
19974,1
19975,0
19976,0
19977,2
19978,0
19979,2
19980,1
19981,0
19982,1
19983,0
19984,0
19985,0
19986,0
19987,0
19988,0
19989,0
19990,2
19991,0
19992,0
19993,0
19994,0
19995,3
19996,1
19997,0
19998,0
19999,1
20000,1
20001,1
20002,0
20003,3
20004,0
20005,0
20006,1
20007,1
20008,0
20009,1
20010,1
20011,3
20012,0
20013,0
20014,0
20015,1
20016,0
20017,1
20018,0
20019,1
20020,0
20021,1
20022,0
20023,1
20024,0
20025,1
20026,1
20027,0
20028,1
20029,0
20030,1
20031,0
20032,1
20033,0
20034,0
20035,1
20036,1
20037,0
20038,1
20039,0
20040,0
20041,0
20042,0
20043,0
20044,0
20045,1
20046,1
20047,0
20048,2
20049,0
20050,0
20051,0
20052,1
20053,0
20054,1
20055,0
20056,2
20057,0
20058,0
20059,0
20060,1
20061,1
20062,1
20063,0
20064,1
20065,0
20066,0
20067,0
20068,0
20069,1
20070,0
20071,1
20072,0
20073,1
20074,1
20075,1
20076,1
20077,3
20078,1
20079,3
20080,0
20081,1
20082,1
20083,0
20084,0
20085,0
20086,1
20087,0
20088,1
20089,2
20090,0
20091,0
20092,0
20093,1
20094,0
20095,1
20096,1
20097,0
20098,1
20099,0
20100,1
20101,0
20102,0
20103,0
20104,0
20105,1
20106,1
20107,0
20108,1
20109,1
20110,0
20111,0
20112,0
20113,1
20114,0
20115,1
20116,1
20117,0
20118,0
20119,1
20120,0
20121,1
20122,0
20123,0
20124,1
20125,2
20126,0
20127,1
20128,1
20129,2
20130,0
20131,0
20132,1
20133,1
20134,2
20135,0
20136,0
20137,0
20138,1
20139,0
20140,0
20141,0
20142,0
20143,1
20144,0
20145,1
20146,0
20147,0
20148,0
20149,1
20150,0
20151,3
20152,0
20153,1
20154,0
20155,1
20156,0
20157,1
20158,0
20159,2
20160,0
20161,0
20162,0
20163,1
20164,1
20165,0
20166,0
20167,1
20168,1
20169,0
20170,0
20171,3
20172,2
20173,0
20174,0
20175,6
20176,1
20177,1
20178,1
20179,1
20180,0
20181,0
20182,1
20183,1
20184,1
20185,0
20186,1
20187,1
20188,1
20189,3
20190,1
20191,0
20192,0
20193,1
20194,0
20195,1
20196,1
20197,1
20198,1
20199,3
20200,1
20201,1
20202,0
20203,1
20204,1
20205,0
20206,0
20207,0
20208,3
20209,0
20210,1
20211,1
20212,0
20213,0
20214,1
20215,1
20216,0
20217,0
20218,0
20219,1
20220,0
20221,2
20222,1
20223,0
20224,0
20225,0
20226,2
20227,0
20228,1
20229,0
20230,1
20231,0
20232,1
20233,0
20234,3
20235,0
20236,1
20237,1
20238,0
20239,0
20240,0
20241,0
20242,1
20243,0
20244,0
20245,0
20246,1
20247,0
20248,1
20249,1
20250,1
20251,0
20252,1
20253,1
20254,1
20255,0
20256,2
20257,1
20258,0
20259,0
20260,0
20261,1
20262,0
20263,0
20264,1
20265,1
20266,0
20267,0
20268,1
20269,0
20270,1
20271,0
20272,0
20273,0
20274,1
20275,1
20276,1
20277,0
20278,0
20279,1
20280,1
20281,1
20282,0
20283,1
20284,0
20285,0
20286,1
20287,0
20288,0
20289,0
20290,0
20291,3
20292,1
20293,0
20294,0
20295,0
20296,2
20297,1
20298,1
20299,0
20300,0
20301,1
20302,1
20303,0
20304,0
20305,1
20306,0
20307,0
20308,1
20309,1
20310,1
20311,0
20312,0
20313,0
20314,0
20315,0
20316,1
20317,1
20318,0
20319,1
20320,0
20321,0
20322,1
20323,1
20324,0
20325,1
20326,1
20327,1
20328,0
20329,1
20330,1
20331,0
20332,1
20333,0
20334,1
20335,0
20336,1
20337,1
20338,1
20339,1
20340,2
20341,0
20342,2
20343,1
20344,1
20345,0
20346,0
20347,1
20348,1
20349,0
20350,1
20351,2
20352,1
20353,2
20354,1
20355,1
20356,1
20357,0
20358,1
20359,0
20360,0
20361,0
20362,0
20363,1
20364,2
20365,1
20366,1
20367,3
20368,1
20369,1
20370,0
20371,0
20372,0
20373,0
20374,0
20375,0
20376,0
20377,0
20378,1
20379,2
20380,1
20381,0
20382,0
20383,0
20384,0
20385,0
20386,0
20387,3
20388,0
20389,1
20390,0
20391,0
20392,0
20393,0
20394,0
20395,1
20396,0
20397,0
20398,0
20399,0
20400,1
20401,0
20402,0
20403,1
20404,0
20405,0
20406,0
20407,1
20408,0
20409,0
20410,0
20411,1
20412,1
20413,1
20414,2
20415,0
20416,2
20417,0
20418,1
20419,0
20420,0
20421,0
20422,0
20423,0
20424,0
20425,0
20426,1
20427,0
20428,1
20429,1
20430,1
20431,0
20432,0
20433,1
20434,0
20435,1
20436,0
20437,0
20438,0
20439,1
20440,0
20441,3
20442,1
20443,0
20444,2
20445,0
20446,0
20447,2
20448,1
20449,0
20450,0
20451,0
20452,0
20453,0
20454,0
20455,0
20456,0
20457,0
20458,0
20459,3
20460,0
20461,1
20462,1
20463,1
20464,3
20465,1
20466,0
20467,0
20468,1
20469,1
20470,1
20471,0
20472,0
20473,1
20474,0
20475,0
20476,0
20477,1
20478,2
20479,0
20480,3
20481,0
20482,1
20483,1
20484,1
20485,1
20486,0
20487,0
20488,1
20489,1
20490,0
20491,1
20492,1
20493,1
20494,1
20495,1
20496,1
20497,0
20498,0
20499,0
20500,1
20501,0
20502,0
20503,1
20504,0
20505,0
20506,1
20507,1
20508,1
20509,0
20510,0
20511,1
20512,3
20513,0
20514,0
20515,0
20516,2
20517,3
20518,3
20519,0
20520,0
20521,2
20522,0
20523,1
20524,0
20525,1
20526,0
20527,0
20528,0
20529,0
20530,0
20531,1
20532,0
20533,1
20534,1
20535,0
20536,0
20537,0
20538,1
20539,1
20540,1
20541,0
20542,1
20543,2
20544,0
20545,1
20546,0
20547,0
20548,0
20549,0
20550,0
20551,1
20552,1
20553,1
20554,1
20555,2
20556,0
20557,1
20558,0
20559,0
20560,1
20561,0
20562,0
20563,0
20564,1
20565,1
20566,1
20567,0
20568,1
20569,0
20570,0
20571,1
20572,1
20573,0
20574,1
20575,0
20576,1
20577,1
20578,0
20579,0
20580,0
20581,1
20582,1
20583,3
20584,1
20585,1
20586,0
20587,0
20588,0
20589,0
20590,1
20591,0
20592,0
20593,0
20594,1
20595,0
20596,0
20597,0
20598,4
20599,0
20600,1
20601,1
20602,1
20603,0
20604,2
20605,0
20606,1
20607,0
20608,0
20609,2
20610,1
20611,0
20612,1
20613,0
20614,2
20615,0
20616,1
20617,1
20618,0
20619,0
20620,1
20621,1
20622,0
20623,0
20624,0
20625,0
20626,1
20627,0
20628,1
20629,0
20630,0
20631,1
20632,1
20633,0
20634,0
20635,1
20636,0
20637,0
20638,1
20639,1
20640,1
20641,0
20642,1
20643,1
20644,1
20645,0
20646,0
20647,1
20648,0
20649,0
20650,1
20651,1
20652,0
20653,1
20654,1
20655,0
20656,1
20657,0
20658,1
20659,2
20660,1
20661,0
20662,0
20663,1
20664,1
20665,0
20666,3
20667,0
20668,0
20669,1
20670,0
20671,0
20672,0
20673,0
20674,0
20675,0
20676,1
20677,0
20678,0
20679,0
20680,0
20681,1
20682,1
20683,3
20684,1
20685,0
20686,0
20687,0
20688,1
20689,1
20690,1
20691,1
20692,1
20693,1
20694,0
20695,0
20696,4
20697,1
20698,0
20699,0
20700,3
20701,0
20702,0
20703,1
20704,1
20705,0
20706,0
20707,0
20708,0
20709,1
20710,0
20711,0
20712,2
20713,0
20714,0
20715,1
20716,1
20717,0
20718,0
20719,0
20720,2
20721,2
20722,1
20723,0
20724,0
20725,1
20726,0
20727,1
20728,1
20729,0
20730,1
20731,0
20732,0
20733,2
20734,1
20735,1
20736,2
20737,1
20738,0
20739,1
20740,0
20741,1
20742,1
20743,0
20744,0
20745,1
20746,1
20747,0
20748,0
20749,0
20750,0
20751,0
20752,0
20753,1
20754,1
20755,1
20756,1
20757,1
20758,0
20759,0
20760,0
20761,1
20762,0
20763,1
20764,0
20765,0
20766,1
20767,0
20768,1
20769,0
20770,0
20771,0
20772,1
20773,1
20774,0
20775,1
20776,0
20777,0
20778,0
20779,0
20780,1
20781,0
20782,1
20783,1
20784,1
20785,0
20786,1
20787,1
20788,0
20789,1
20790,0
20791,0
20792,0
20793,0
20794,0
20795,1
20796,0
20797,0
20798,0
20799,1
20800,1
20801,0
20802,0
20803,0
20804,1
20805,0
20806,0
20807,2
20808,1
20809,0
20810,1
20811,1
20812,2
20813,0
20814,0
20815,1
20816,0
20817,1
20818,1
20819,0
20820,0
20821,1
20822,1
20823,0
20824,0
20825,2
20826,0
20827,1
20828,0
20829,1
20830,1
20831,0
20832,0
20833,0
20834,1
20835,0
20836,1
20837,0
20838,1
20839,0
20840,1
20841,0
20842,1
20843,1
20844,1
20845,0
20846,1
20847,0
20848,1
20849,0
20850,1
20851,0
20852,0
20853,1
20854,1
20855,0
20856,0
20857,0
20858,1
20859,1
20860,0
20861,1
20862,0
20863,0
20864,0
20865,1
20866,0
20867,0
20868,0
20869,0
20870,0
20871,2
20872,1
20873,1
20874,1
20875,1
20876,0
20877,0
20878,0
20879,0
20880,1
20881,1
20882,1
20883,1
20884,1
20885,1
20886,0
20887,3
20888,0
20889,1
20890,1
20891,1
20892,1
20893,1
20894,0
20895,0
20896,0
20897,1
20898,0
20899,1
20900,1
20901,0
20902,1
20903,0
20904,1
20905,0
20906,0
20907,0
20908,1
20909,1
20910,0
20911,0
20912,0
20913,0
20914,0
20915,1
20916,3
20917,1
20918,0
20919,0
20920,1
20921,0
20922,0
20923,1
20924,1
20925,1
20926,0
20927,0
20928,1
20929,0
20930,0
20931,1
20932,1
20933,1
20934,0
20935,1
20936,1
20937,1
20938,0
20939,1
20940,1
20941,1
20942,0
20943,2
20944,3
20945,2
20946,0
20947,1
20948,1
20949,0
20950,1
20951,1
20952,1
20953,1
20954,0
20955,0
20956,0
20957,0
20958,0
20959,0
20960,1
20961,1
20962,0
20963,1
20964,0
20965,1
20966,0
20967,1
20968,3
20969,0
20970,0
20971,0
20972,0
20973,0
20974,0
20975,0
20976,0
20977,1
20978,0
20979,0
20980,0
20981,0
20982,0
20983,1
20984,1
20985,1
20986,1
20987,1
20988,2
20989,1
20990,1
20991,1
20992,1
20993,2
20994,1
20995,1
20996,1
20997,0
20998,0
20999,2
21000,0
21001,1
21002,0
21003,1
21004,0
21005,0
21006,0
21007,1
21008,1
21009,1
21010,0
21011,0
21012,0
21013,1
21014,0
21015,0
21016,1
21017,0
21018,2
21019,1
21020,0
21021,1
21022,0
21023,1
21024,3
21025,1
21026,1
21027,2
21028,0
21029,0
21030,0
21031,1
21032,1
21033,1
21034,2
21035,4
21036,1
21037,0
21038,1
21039,0
21040,0
21041,0
21042,1
21043,1
21044,3
21045,1
21046,1
21047,1
21048,1
21049,0
21050,1
21051,1
21052,0
21053,0
21054,1
21055,1
21056,0
21057,0
21058,1
21059,0
21060,0
21061,0
21062,0
21063,1
21064,1
21065,1
21066,1
21067,0
21068,0
21069,0
21070,0
21071,1
21072,2
21073,0
21074,0
21075,1
21076,2
21077,1
21078,1
21079,1
21080,0
21081,1
21082,0
21083,1
21084,0
21085,0
21086,1
21087,1
21088,1
21089,0
21090,0
21091,0
21092,1
21093,1
21094,0
21095,1
21096,2
21097,1
21098,0
21099,1
21100,0
21101,0
21102,0
21103,0
21104,0
21105,0
21106,1
21107,1
21108,0
21109,0
21110,0
21111,0
21112,0
21113,0
21114,1
21115,3
21116,1
21117,0
21118,0
21119,1
21120,1
21121,0
21122,1
21123,0
21124,0
21125,1
21126,1
21127,0
21128,0
21129,2
21130,0
21131,1
21132,0
21133,1
21134,1
21135,0
21136,0
21137,2
21138,2
21139,1
21140,0
21141,0
21142,0
21143,0
21144,0
21145,1
21146,0
21147,2
21148,2
21149,0
21150,0
21151,1
21152,0
21153,1
21154,0
21155,0
21156,0
21157,1
21158,1
21159,0
21160,1
21161,0
21162,1
21163,1
21164,1
21165,0
21166,1
21167,1
21168,0
21169,0
21170,0
21171,1
21172,0
21173,1
21174,2
21175,0
21176,1
21177,0
21178,1
21179,1
21180,1
21181,0
21182,0
21183,0
21184,0
21185,0
21186,1
21187,0
21188,1
21189,0
21190,0
21191,2
21192,1
21193,1
21194,3
21195,1
21196,1
21197,1
21198,1
21199,3
21200,1
21201,0
21202,1
21203,1
21204,0
21205,0
21206,0
21207,1
21208,0
21209,1
21210,1
21211,1
21212,0
21213,1
21214,1
21215,0
21216,1
21217,0
21218,0
21219,1
21220,0
21221,1
21222,0
21223,1
21224,0
21225,0
21226,1
21227,0
21228,1
21229,1
21230,0
21231,1
21232,1
21233,0
21234,0
21235,1
21236,0
21237,0
21238,0
21239,0
21240,1
21241,0
21242,1
21243,1
21244,2
21245,1
21246,1
21247,0
21248,0
21249,0
21250,1
21251,1
21252,0
21253,0
21254,0
21255,1
21256,0
21257,1
21258,0
21259,0
21260,0
21261,0
21262,0
21263,1
21264,0
21265,0
21266,1
21267,1
21268,0
21269,0
21270,3
21271,1
21272,1
21273,0
21274,1
21275,1
21276,0
21277,0
21278,1
21279,0
21280,1
21281,0
21282,1
21283,1
21284,1
21285,1
21286,1
21287,1
21288,0
21289,1
21290,1
21291,0
21292,1
21293,0
21294,1
21295,2
21296,0
21297,1
21298,0
21299,0
21300,0
21301,1
21302,0
21303,2
21304,1
21305,1
21306,0
21307,2
21308,1
21309,1
21310,0
21311,1
21312,1
21313,0
21314,0
21315,0
21316,1
21317,0
21318,1
21319,1
21320,0
21321,0
21322,0
21323,0
21324,0
21325,0
21326,0
21327,0
21328,0
21329,1
21330,1
21331,0
21332,1
21333,0
21334,1
21335,0
21336,0
21337,1
21338,1
21339,0
21340,0
21341,1
21342,0
21343,0
21344,1
21345,0
21346,0
21347,1
21348,3
21349,1
21350,0
21351,0
21352,1
21353,0
21354,1
21355,1
21356,0
21357,1
21358,0
21359,0
21360,0
21361,1
21362,1
21363,1
21364,1
21365,0
21366,2
21367,0
21368,1
21369,2
21370,1
21371,0
21372,0
21373,1
21374,1
21375,0
21376,1
21377,1
21378,0
21379,2
21380,0
21381,0
21382,1
21383,0
21384,3
21385,0
21386,1
21387,3
21388,0
21389,0
21390,0
21391,1
21392,1
21393,0
21394,0
21395,1
21396,1
21397,1
21398,2
21399,0
21400,1
21401,1
21402,0
21403,3
21404,1
21405,1
21406,1
21407,0
21408,0
21409,0
21410,1
21411,0
21412,1
21413,0
21414,1
21415,0
21416,0
21417,0
21418,0
21419,1
21420,0
21421,1
21422,1
21423,2
21424,1
21425,1
21426,0
21427,1
21428,0
21429,0
21430,0
21431,0
21432,2
21433,1
21434,0
21435,1
21436,0
21437,1
21438,1
21439,1
21440,2
21441,1
21442,0
21443,1
21444,0
21445,1
21446,1
21447,0
21448,1
21449,0
21450,0
21451,1
21452,1
21453,0
21454,2
21455,0
21456,2
21457,0
21458,1
21459,0
21460,0
21461,0
21462,0
21463,0
21464,0
21465,0
21466,0
21467,1
21468,0
21469,0
21470,0
21471,0
21472,0
21473,1
21474,1
21475,1
21476,0
21477,0
21478,1
21479,1
21480,0
21481,1
21482,0
21483,1
21484,1
21485,1
21486,0
21487,1
21488,0
21489,1
21490,1
21491,1
21492,1
21493,1
21494,1
21495,0
21496,0
21497,0
21498,0
21499,1
21500,1
21501,1
21502,2
21503,0
21504,1
21505,0
21506,1
21507,1
21508,0
21509,0
21510,0
21511,3
21512,1
21513,2
21514,1
21515,1
21516,0
21517,1
21518,0
21519,0
21520,1
21521,1
21522,0
21523,2
21524,0
21525,1
21526,1
21527,2
21528,0
21529,1
21530,1
21531,1
21532,0
21533,3
21534,1
21535,0
21536,1
21537,0
21538,0
21539,1
21540,1
21541,0
21542,1
21543,1
21544,0
21545,0
21546,0
21547,0
21548,2
21549,0
21550,0
21551,1
21552,1
21553,1
21554,1
21555,0
21556,1
21557,0
21558,0
21559,1
21560,1
21561,0
21562,1
21563,1
21564,0
21565,0
21566,0
21567,0
21568,1
21569,0
21570,0
21571,1
21572,0
21573,3
21574,0
21575,0
21576,0
21577,1
21578,0
21579,1
21580,0
21581,1
21582,2
21583,0
21584,0
21585,0
21586,1
21587,1
21588,1
21589,1
21590,0
21591,0
21592,1
21593,1
21594,1
21595,0
21596,1
21597,0
21598,0
21599,0
21600,0
21601,0
21602,0
21603,1
21604,2
21605,1
21606,1
21607,1
21608,0
21609,1
21610,1
21611,0
21612,1
21613,1
21614,1
21615,0
21616,2
21617,1
21618,0
21619,0
21620,1
21621,0
21622,0
21623,0
21624,0
21625,0
21626,0
21627,0
21628,1
21629,1
21630,0
21631,1
21632,0
21633,0
21634,1
21635,1
21636,1
21637,5
21638,0
21639,1
21640,1
21641,0
21642,1
21643,1
21644,0
21645,0
21646,0
21647,1
21648,0
21649,0
21650,2
21651,0
21652,0
21653,1
21654,0
21655,1
21656,0
21657,1
21658,1
21659,1
21660,5
21661,3
21662,0
21663,2
21664,0
21665,0
21666,0
21667,0
21668,0
21669,1
21670,1
21671,1
21672,0
21673,0
21674,1
21675,1
21676,1
21677,0
21678,1
21679,0
21680,0
21681,1
21682,0
21683,0
21684,1
21685,3
21686,1
21687,1
21688,1
21689,0
21690,0
21691,0
21692,0
21693,0
21694,0
21695,0
21696,1
21697,0
21698,1
21699,0
21700,1
21701,1
21702,0
21703,0
21704,0
21705,0
21706,1
21707,1
21708,1
21709,1
21710,1
21711,0
21712,0
21713,0
21714,0
21715,3
21716,2
21717,0
21718,1
21719,0
21720,1
21721,0
21722,1
21723,1
21724,0
21725,2
21726,1
21727,1
21728,0
21729,0
21730,0
21731,0
21732,1
21733,0
21734,1
21735,0
21736,0
21737,0
21738,1
21739,1
21740,1
21741,1
21742,0
21743,0
21744,7
21745,1
21746,1
21747,1
21748,1
21749,1
21750,0
21751,0
21752,0
21753,0
21754,1
21755,0
21756,0
21757,0
21758,1
21759,0
21760,0
21761,0
21762,1
21763,0
21764,0
21765,0
21766,0
21767,0
21768,1
21769,0
21770,2
21771,0
21772,2
21773,0
21774,1
21775,0
21776,1
21777,0
21778,0
21779,0
21780,0
21781,1
21782,2
21783,0
21784,1
21785,0
21786,0
21787,0
21788,1
21789,0
21790,1
21791,0
21792,0
21793,0
21794,1
21795,0
21796,1
21797,1
21798,2
21799,0
21800,1
21801,0
21802,1
21803,0
21804,0
21805,2
21806,0
21807,0
21808,0
21809,1
21810,2
21811,1
21812,0
21813,1
21814,0
21815,0
21816,0
21817,1
21818,0
21819,1
21820,0
21821,0
21822,0
21823,1
21824,0
21825,0
21826,0
21827,0
21828,0
21829,1
21830,1
21831,0
21832,0
21833,1
21834,0
21835,3
21836,0
21837,3
21838,2
21839,2
21840,0
21841,1
21842,1
21843,2
21844,2
21845,0
21846,1
21847,0
21848,0
21849,1
21850,0
21851,0
21852,1
21853,0
21854,1
21855,1
21856,1
21857,0
21858,0
21859,0
21860,0
21861,2
21862,0
21863,0
21864,0
21865,0
21866,1
21867,0
21868,0
21869,1
21870,1
21871,1
21872,1
21873,0
21874,0
21875,1
21876,1
21877,1
21878,0
21879,1
21880,0
21881,1
21882,1
21883,0
21884,0
21885,4
21886,1
21887,2
21888,0
21889,0
21890,1
21891,1
21892,1
21893,0
21894,0
21895,0
21896,1
21897,1
21898,0
21899,0
21900,0
21901,1
21902,0
21903,1
21904,0
21905,1
21906,0
21907,1
21908,0
21909,2
21910,1
21911,1
21912,1
21913,1
21914,1
21915,0
21916,1
21917,1
21918,1
21919,0
21920,1
21921,1
21922,1
21923,0
21924,1
21925,0
21926,1
21927,0
21928,0
21929,0
21930,1
21931,1
21932,0
21933,1
21934,0
21935,1
21936,2
21937,1
21938,0
21939,0
21940,0
21941,0
21942,1
21943,1
21944,1
21945,1
21946,1
21947,0
21948,1
21949,1
21950,0
21951,0
21952,1
21953,0
21954,0
21955,0
21956,0
21957,1
21958,1
21959,1
21960,1
21961,1
21962,0
21963,1
21964,1
21965,1
21966,1
21967,3
21968,0
21969,1
21970,0
21971,1
21972,1
21973,1
21974,1
21975,0
21976,1
21977,1
21978,0
21979,2
21980,1
21981,0
21982,0
21983,0
21984,1
21985,0
21986,1
21987,1
21988,1
21989,0
21990,0
21991,0
21992,0
21993,0
21994,1
21995,1
21996,0
21997,1
21998,0
21999,0
22000,1
22001,0
22002,0
22003,0
22004,1
22005,0
22006,1
22007,5
22008,0
22009,0
22010,1
22011,1
22012,0
22013,0
22014,1
22015,0
22016,1
22017,0
22018,0
22019,0
22020,1
22021,1
22022,1
22023,1
22024,0
22025,1
22026,0
22027,0
22028,0
22029,0
22030,1
22031,0
22032,0
22033,0
22034,1
22035,0
22036,1
22037,0
22038,0
22039,0
22040,1
22041,0
22042,0
22043,0
22044,0
22045,1
22046,0
22047,1
22048,0
22049,2
22050,0
22051,1
22052,0
22053,0
22054,0
22055,2
22056,1
22057,0
22058,1
22059,1
22060,0
22061,1
22062,1
22063,1
22064,1
22065,0
22066,1
22067,0
22068,1
22069,0
22070,1
22071,0
22072,0
22073,0
22074,1
22075,1
22076,1
22077,0
22078,2
22079,0
22080,0
22081,0
22082,1
22083,0
22084,0
22085,0
22086,0
22087,1
22088,2
22089,0
22090,0
22091,0
22092,0
22093,0
22094,0
22095,1
22096,0
22097,0
22098,1
22099,1
22100,0
22101,1
22102,0
22103,1
22104,0
22105,3
22106,0
22107,1
22108,1
22109,0
22110,0
22111,1
22112,1
22113,1
22114,0
22115,0
22116,1
22117,1
22118,0
22119,1
22120,1
22121,1
22122,0
22123,1
22124,0
22125,0
22126,4
22127,0
22128,0
22129,0
22130,0
22131,1
22132,0
22133,1
22134,0
22135,1
22136,1
22137,1
22138,1
22139,0
22140,0
22141,0
22142,0
22143,1
22144,2
22145,1
22146,1
22147,1
22148,0
22149,0
22150,1
22151,1
22152,0
22153,0
22154,2
22155,0
22156,0
22157,0
22158,0
22159,0
22160,1
22161,0
22162,0
22163,1
22164,1
22165,0
22166,1
22167,0
22168,1
22169,0
22170,1
22171,6
22172,1
22173,0
22174,1
22175,0
